1 0 439598 


2 .2 220470 
2 1.2 220969 


4 .4 34026.5 
4 1.4 181530 
4 2.4 34332 
4 3.4 181765 


8 .6 4.542 
8 1.6 7837.38 
8 2.6 38687.6 
8 3.6 179273 
8 4.6 38760.1 
8 5.6 180369 
8 6.6 6.687 
8 7.6 7951.74 


16 .8 2.819 
16 1.8 2.694 
16 2.8 7460.22 
16 3.8 6.274 
16 4.8 83.66 
16 5.8 34771.2 
16 6.8 119096 
16 7.8 59717.3 
16 8.8 214.074 
16 9.8 34908.1 
16 10.8 119168 
16 11.8 59800 
16 12.8 2.481 
16 13.8 10.277 
16 14.8 7480.85 
16 15.8 10.911 


