k,kmeans,agglomerative_complete,agglomerative_single
2.0,0.5735341391410329,0.6724916268927759,0.68520802430584
3.0,0.5164953678477161,0.651283910239895,0.651283910239895
4.0,0.4834246412532761,0.5157698101930722,0.5572976953030723
5.0,0.006950477917006021,0.47104871112931135,0.46633322300021585
6.0,0.011554236142588601,0.4647332607483359,0.46046740346024184
7.0,0.015375174149204737,0.44200340942149635,0.43619584090870506
8.0,0.14715704092667994,0.43902891763876783,0.43477611669934857
9.0,0.1468830153516411,0.31072964326161323,0.4103779294325682
10.0,0.15444657133977946,0.24553996946438109,0.2845365586496715
11.0,0.15082187107955464,0.2361572689173486,0.2825869026897326
12.0,-0.0701182157104766,0.2287046416997327,0.27477793323641914
13.0,-0.06374959094318389,0.22506171358209587,0.2713493198817099
14.0,-0.059721368815478654,0.22655220826045427,0.18233313077453564
15.0,-0.06753033826879214,0.21831012309189984,0.18161636577398058
16.0,-0.05550754547525042,0.2247422603835281,0.18456005886205085
17.0,-0.04753003966384691,0.22399249656465384,0.18553740283713796
18.0,-0.009673901705523923,0.22542909497694769,0.1866768111019183
19.0,-0.0019367001179095176,0.2254231980789315,0.18113397278318147
20.0,-0.0012823807723120755,0.22536033693051546,0.17621542048223718
21.0,-0.036679300870008424,0.141630655022607,0.20546110723614433
22.0,-0.0174998621143391,0.17494175593079575,0.20873635685502917
23.0,-0.004407236824684305,0.17096120902439438,0.210446489439795
24.0,0.004645362434877798,0.17077954948045349,0.16429805878148487
25.0,0.014749220885076702,0.16297058002714002,0.16693563657456795
26.0,0.014290620673440476,0.16594801032871442,0.17013584737376253
27.0,0.06550408676537144,0.16648983176356794,0.17747571064292786
28.0,0.09662081742794383,0.15696867723803068,0.17620328990176248
29.0,0.0932932440300357,0.1550599000061522,0.1683764430349037
30.0,0.10016041897005007,0.1589799953907102,0.161580020106301
31.0,0.10737391420342642,0.1586277971750116,0.161580020106301
32.0,0.10668646758973804,0.13765748799192984,0.161580020106301
33.0,0.11231113314863646,0.1406103601701679,0.15615607160975553
34.0,0.13042405338290233,0.1402831835269722,0.08410288705922415
35.0,0.135642857670801,0.14691322028450016,0.0864558984017654
36.0,0.1543929943509855,0.15365501757777372,0.08404875321988411
37.0,0.15080275416152736,0.15580337680449854,0.06240252287862659
38.0,0.15096070182129875,0.1600474533633618,0.06442083522268961
39.0,0.1551945047790614,0.16346256755969238,0.06926958163807638
40.0,0.1359672074133019,0.16577851713509156,0.06992535308198476
41.0,0.15480179347041478,0.16623711734672775,0.07351003281839269
42.0,0.15892287004308156,0.1630637497855404,0.07121539562829343
43.0,0.15109602317622278,0.16411971914246615,0.0733871356982011
44.0,0.15185544739138498,0.16939448265024074,0.07411607886648296
45.0,0.14892779535593056,0.1733515947663923,0.07486855499633772
46.0,0.1504875188123717,0.17502164936128495,0.07564568681843403
47.0,0.15303575349462814,0.16719480249442617,0.07928915922690691
48.0,0.14789113954646435,0.16039837956582342,0.08304293747566387
49.0,0.14982707970396175,0.16039837956582342,0.08341100277825104
50.0,0.16879718294527968,0.16039837956582342,0.05689457876341644
51.0,0.1735842590292231,0.15737939715072358,0.05934416387752487
52.0,0.17362825769574688,0.13921979491130454,0.058509648347562414
53.0,0.17873285375487508,0.13930373446272745,-0.01638430455349897
54.0,0.17881679330629796,0.1266799769833982,-0.013454880706016815
55.0,0.20269507179832336,0.12848795981558,-0.013057301865026247
56.0,0.20440974212320717,0.1302959426477618,-0.010025833247067238
57.0,0.22353719917657966,0.14210657586636113,0.008953421201595042
58.0,0.22698075768489512,0.14391455869854297,0.005775040954223514
59.0,0.2224167134314054,0.141569465536198,0.03031286227095062
60.0,0.20692220521953647,0.14337744836837982,0.033443053594053494
